Areaw,Area,Assessment Url,Asses Year,Biomass,Bref,Bref Point,B Bref,Catch,Common Name,DOWNLOAD URL DUMMY,LOGTC,LOGSSB,LOGR,Fref,Fref Point,F,F Division,F Divname,F Fmsy,F Gsa Lib,F Subarea,F Subname,ID,Landings,Meeting,Method,Number of Records,R,Scientific Name,Smu Name,SSB,Status,Stock Long,Stockid,Stock,TC,Version,Year
SA 09 SA 10 SA 11,09_10_11,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,8206.7,,NA,,2751.6,European hake,STATUS,2751.6,4789.1,165121,0.14,F0.1,0.52,37.1.3,Sardinia,3.714285714,GSA11,37.1,Western Mediterranean,HKE_9_10_11_EWG18_12_2014,,EWG18_12,a4a,1,165121,Merluccius merluccius,Sardinia,4789.1,OVERFISHING,European hake in SA 11,HKE_9_10_11_EWG18_12,HKE,2751.6,24_01_2019,2014
SA 09 SA 10 SA 11,09_10_11,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,7692.1,,NA,,2861.8,European hake,STATUS,2861.8,4435.2,147284,0.14,F0.1,0.62,37.1.3,Sardinia,4.428571429,GSA11,37.1,Western Mediterranean,HKE_9_10_11_EWG18_12_2015,,EWG18_12,a4a,1,147284,Merluccius merluccius,Sardinia,4435.2,OVERFISHING,European hake in SA 11,HKE_9_10_11_EWG18_12,HKE,2861.8,24_01_2019,2015
SA 09 SA 10 SA 11,09_10_11,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,6744.4,,NA,,2441.4,European hake,STATUS,2441.4,3782.8,139400,0.14,F0.1,0.64,37.1.3,Sardinia,4.571428571,GSA11,37.1,Western Mediterranean,HKE_9_10_11_EWG18_12_2016,,EWG18_12,a4a,1,139400,Merluccius merluccius,Sardinia,3782.8,OVERFISHING,European hake in SA 11,HKE_9_10_11_EWG18_12,HKE,2441.4,24_01_2019,2016
SA 09 SA 10 SA 11,09_10_11,https://stecf.jrc.ec.europa.eu/documents/43805/2187146/STECF+18-12+-+2018+MED+stock+assessments+part+1.pdf/12842d0d-7761-4214-b2f7-7de7a4831ff7,2018,5277.2,,NA,,1781.6,European hake,STATUS,1781.6,3039.3,81202,0.14,F0.1,0.55,37.1.3,Sardinia,3.928571429,GSA11,37.1,Western Mediterranean,HKE_9_10_11_EWG18_12_2017,,EWG18_12,a4a,1,81202,Merluccius merluccius,Sardinia,3039.3,OVERFISHING,European hake in SA 11,HKE_9_10_11_EWG18_12,HKE,1781.6,24_01_2019,2017
SA 09 SA 10 SA 11,09_10_11,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,2017,15825.6,,NA,,5282.3,Atlantic horse mackerel,STATUS,5282.3,2489.1,720023,0.23,Emsy,0.65,37.1.3,Sardinia,2.826086957,GSA11,37.1,Western Mediterranean,HOM_9_10_11_EWG17_09_2009,5282.3,EWG17_09,XSA,1,720023,Trachurus trachurus,Sardinia,2489.1,OVERFISHING,Atlantic horse mackerel in SA 11,HOM_9_10_11_EWG17_09,HOM,5282.3,16_01_2018,2009
SA 09 SA 10 SA 11,09_10_11,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,2017,16154.6,,NA,,7765.2,Atlantic horse mackerel,STATUS,7765.2,3529.4,573254,0.23,Emsy,0.61,37.1.3,Sardinia,2.652173913,GSA11,37.1,Western Mediterranean,HOM_9_10_11_EWG17_09_2010,7765.2,EWG17_09,XSA,1,573254,Trachurus trachurus,Sardinia,3529.4,OVERFISHING,Atlantic horse mackerel in SA 11,HOM_9_10_11_EWG17_09,HOM,7765.2,16_01_2018,2010
SA 09 SA 10 SA 11,09_10_11,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,2017,8051.9,,NA,,4173,Atlantic horse mackerel,STATUS,4173,2948.4,212087,0.23,Emsy,1.59,37.1.3,Sardinia,6.913043478,GSA11,37.1,Western Mediterranean,HOM_9_10_11_EWG17_09_2011,4173,EWG17_09,XSA,1,212087,Trachurus trachurus,Sardinia,2948.4,OVERFISHING,Atlantic horse mackerel in SA 11,HOM_9_10_11_EWG17_09,HOM,4173,16_01_2018,2011
SA 09 SA 10 SA 11,09_10_11,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,2017,3749.4,,NA,,1902,Atlantic horse mackerel,STATUS,1902,1617.8,85719,0.23,Emsy,1.79,37.1.3,Sardinia,7.782608696,GSA11,37.1,Western Mediterranean,HOM_9_10_11_EWG17_09_2012,1902,EWG17_09,XSA,1,85719,Trachurus trachurus,Sardinia,1617.8,OVERFISHING,Atlantic horse mackerel in SA 11,HOM_9_10_11_EWG17_09,HOM,1902,16_01_2018,2012
SA 09 SA 10 SA 11,09_10_11,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,2017,2451.6,,NA,,955,Atlantic horse mackerel,STATUS,955,741.9,79147,0.23,Emsy,1.41,37.1.3,Sardinia,6.130434783,GSA11,37.1,Western Mediterranean,HOM_9_10_11_EWG17_09_2013,955,EWG17_09,XSA,1,79147,Trachurus trachurus,Sardinia,741.9,OVERFISHING,Atlantic horse mackerel in SA 11,HOM_9_10_11_EWG17_09,HOM,955,16_01_2018,2013
SA 09 SA 10 SA 11,09_10_11,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,2017,2278.9,,NA,,820.6,Atlantic horse mackerel,STATUS,820.6,633.8,76654,0.23,Emsy,1.3,37.1.3,Sardinia,5.652173913,GSA11,37.1,Western Mediterranean,HOM_9_10_11_EWG17_09_2014,820.6,EWG17_09,XSA,1,76654,Trachurus trachurus,Sardinia,633.8,OVERFISHING,Atlantic horse mackerel in SA 11,HOM_9_10_11_EWG17_09,HOM,820.6,16_01_2018,2014
SA 09 SA 10 SA 11,09_10_11,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,2017,12583.9,,NA,,6857.2,Atlantic horse mackerel,STATUS,6857.2,908.2,764932,0.23,Emsy,0.87,37.1.3,Sardinia,3.782608696,GSA11,37.1,Western Mediterranean,HOM_9_10_11_EWG17_09_2015,6857.2,EWG17_09,XSA,1,764932,Trachurus trachurus,Sardinia,908.2,OVERFISHING,Atlantic horse mackerel in SA 11,HOM_9_10_11_EWG17_09,HOM,6857.2,16_01_2018,2015
SA 09 SA 10 SA 11,09_10_11,https://stecf.jrc.ec.europa.eu/documents/43805/1674827/STECF+17-15+-+Med+stock+assessments+2017-p1.pdf/,2017,8278,,NA,,3769,Atlantic horse mackerel,STATUS,3769,969.6,430635,0.23,Emsy,0.56,37.1.3,Sardinia,2.434782609,GSA11,37.1,Western Mediterranean,HOM_9_10_11_EWG17_09_2016,3769,EWG17_09,XSA,1,430635,Trachurus trachurus,Sardinia,969.6,OVERFISHING,Atlantic horse mackerel in SA 11,HOM_9_10_11_EWG17_09,HOM,3769,16_01_2018,2016
SA 11,11,https://stecf.jrc.ec.europa.eu/documents/43805/664390/STECF+14-08+-+Med+assessments+2013+-+part+2.pdf,2013,898.2872372,,NA,,289.5116812,Red mullet,STATUS,289.5116812,155.3320526,43433.94746,0.11,F0.1,0.948657703,37.1.3,Sardinia,8.624160934,GSA11,37.1,Western Mediterranean,MUT_11_EWG13_19_2005,288,EWG13_19,XSA,1,43433.94746,Mullus barbatus,Sardinia,155.3320526,OVERFISHING,Red mullet in SA 11,MUT_11_EWG13_19,MUT,289.5116812,10_05_2017,2005
SA 11,11,https://stecf.jrc.ec.europa.eu/documents/43805/664390/STECF+14-08+-+Med+assessments+2013+-+part+2.pdf,2013,1091.848376,,NA,,285.770703,Red mullet,STATUS,285.770703,191.1220936,48134.7698,0.11,F0.1,0.999306402,37.1.3,Sardinia,9.084603657,GSA11,37.1,Western Mediterranean,MUT_11_EWG13_19_2006,284,EWG13_19,XSA,1,48134.7698,Mullus barbatus,Sardinia,191.1220936,OVERFISHING,Red mullet in SA 11,MUT_11_EWG13_19,MUT,285.770703,10_05_2017,2006
SA 11,11,https://stecf.jrc.ec.europa.eu/documents/43805/664390/STECF+14-08+-+Med+assessments+2013+-+part+2.pdf,2013,533.5181952,,NA,,394.034605,Red mullet,STATUS,394.034605,188.5422985,40286.02288,0.11,F0.1,1.467099891,37.1.3,Sardinia,13.33727174,GSA11,37.1,Western Mediterranean,MUT_11_EWG13_19_2007,394,EWG13_19,XSA,1,40286.02288,Mullus barbatus,Sardinia,188.5422985,OVERFISHING,Red mullet in SA 11,MUT_11_EWG13_19,MUT,394.034605,10_05_2017,2007
SA 11,11,https://stecf.jrc.ec.europa.eu/documents/43805/664390/STECF+14-08+-+Med+assessments+2013+-+part+2.pdf,2013,1186.394998,,NA,,291.748109,Red mullet,STATUS,291.748109,160.2914823,69385.4581,0.11,F0.1,0.831502272,37.1.3,Sardinia,7.55911156,GSA11,37.1,Western Mediterranean,MUT_11_EWG13_19_2008,283,EWG13_19,XSA,1,69385.4581,Mullus barbatus,Sardinia,160.2914823,OVERFISHING,Red mullet in SA 11,MUT_11_EWG13_19,MUT,291.748109,10_05_2017,2008
SA 11,11,https://stecf.jrc.ec.europa.eu/documents/43805/664390/STECF+14-08+-+Med+assessments+2013+-+part+2.pdf,2013,742.6597425,,NA,,236.267812,Red mullet,STATUS,236.267812,202.7366001,24245.45338,0.11,F0.1,0.849595558,37.1.3,Sardinia,7.723595982,GSA11,37.1,Western Mediterranean,MUT_11_EWG13_19_2009,239,EWG13_19,XSA,1,24245.45338,Mullus barbatus,Sardinia,202.7366001,OVERFISHING,Red mullet in SA 11,MUT_11_EWG13_19,MUT,236.267812,10_05_2017,2009
SA 11,11,https://stecf.jrc.ec.europa.eu/documents/43805/664390/STECF+14-08+-+Med+assessments+2013+-+part+2.pdf,2013,705.6109704,,NA,,266.531109,Red mullet,STATUS,266.531109,166.0081034,25626.58877,0.11,F0.1,1.129011349,37.1.3,Sardinia,10.26373954,GSA11,37.1,Western Mediterranean,MUT_11_EWG13_19_2010,267,EWG13_19,XSA,1,25626.58877,Mullus barbatus,Sardinia,166.0081034,OVERFISHING,Red mullet in SA 11,MUT_11_EWG13_19,MUT,266.531109,10_05_2017,2010
SA 11,11,https://stecf.jrc.ec.europa.eu/documents/43805/664390/STECF+14-08+-+Med+assessments+2013+-+part+2.pdf,2013,609.3749651,,NA,,227.846109,Red mullet,STATUS,227.846109,120.2127065,33509.78792,0.11,F0.1,1.046957312,37.1.3,Sardinia,9.517793749,GSA11,37.1,Western Mediterranean,MUT_11_EWG13_19_2011,230,EWG13_19,XSA,1,33509.78792,Mullus barbatus,Sardinia,120.2127065,OVERFISHING,Red mullet in SA 11,MUT_11_EWG13_19,MUT,227.846109,10_05_2017,2011
SA 11,11,https://stecf.jrc.ec.europa.eu/documents/43805/664390/STECF+14-08+-+Med+assessments+2013+-+part+2.pdf,2013,507.0252327,,NA,,136.4592403,Red mullet,STATUS,136.4592403,94.40331796,26578.58785,0.11,F0.1,1.04949408,37.1.3,Sardinia,9.540855269,GSA11,37.1,Western Mediterranean,MUT_11_EWG13_19_2012,136,EWG13_19,XSA,1,26578.58785,Mullus barbatus,Sardinia,94.40331796,OVERFISHING,Red mullet in SA 11,MUT_11_EWG13_19,MUT,136.4592403,10_05_2017,2012
SA 11,11,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,96.54289307,,NA,,6.29089199,Norway lobster,STATUS,6.29089199,40.75908403,3567.152789,0.19,F0.1,0.080704854,37.1.3,Sardinia,0.424762389,GSA11,37.1,Western Mediterranean,NEP_11_EWG16_17_2005,6.291,EWG16_17,XSA,1,3567.152789,Nephrops norvegicus,Sardinia,40.75908403,OVERFISHING,Norway lobster in SA 11,NEP_11_EWG16_17,NEP,6.29089199,10_05_2017,2005
SA 11,11,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,139.9918735,,NA,,42.26850004,Norway lobster,STATUS,42.26850004,57.13952136,4109.559013,0.19,F0.1,0.521768506,37.1.3,Sardinia,2.746150031,GSA11,37.1,Western Mediterranean,NEP_11_EWG16_17_2006,42.269,EWG16_17,XSA,1,4109.559013,Nephrops norvegicus,Sardinia,57.13952136,OVERFISHING,Norway lobster in SA 11,NEP_11_EWG16_17,NEP,42.26850004,10_05_2017,2006
SA 11,11,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,140.4830681,,NA,,31.32829,Norway lobster,STATUS,31.32829,57.3414633,4168.975984,0.19,F0.1,0.41489761,37.1.3,Sardinia,2.183671631,GSA11,37.1,Western Mediterranean,NEP_11_EWG16_17_2007,31.328,EWG16_17,XSA,1,4168.975984,Nephrops norvegicus,Sardinia,57.3414633,OVERFISHING,Norway lobster in SA 11,NEP_11_EWG16_17,NEP,31.32829,10_05_2017,2007
SA 11,11,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,175.7056519,,NA,,36.17209,Norway lobster,STATUS,36.17209,87.65706064,2910.249427,0.19,F0.1,0.288335607,37.1.3,Sardinia,1.517555825,GSA11,37.1,Western Mediterranean,NEP_11_EWG16_17_2008,36.172,EWG16_17,XSA,1,2910.249427,Nephrops norvegicus,Sardinia,87.65706064,OVERFISHING,Norway lobster in SA 11,NEP_11_EWG16_17,NEP,36.17209,10_05_2017,2008
SA 11,11,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,146.6169025,,NA,,44.41042,Norway lobster,STATUS,44.41042,66.07879699,2681.307331,0.19,F0.1,0.466885419,37.1.3,Sardinia,2.45729168,GSA11,37.1,Western Mediterranean,NEP_11_EWG16_17_2009,44.41,EWG16_17,XSA,1,2681.307331,Nephrops norvegicus,Sardinia,66.07879699,OVERFISHING,Norway lobster in SA 11,NEP_11_EWG16_17,NEP,44.41042,10_05_2017,2009
SA 11,11,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,128.648869,,NA,,22.7727,Norway lobster,STATUS,22.7727,68.16869393,2591.062175,0.19,F0.1,0.238825857,37.1.3,Sardinia,1.256978196,GSA11,37.1,Western Mediterranean,NEP_11_EWG16_17_2010,22.773,EWG16_17,XSA,1,2591.062175,Nephrops norvegicus,Sardinia,68.16869393,OVERFISHING,Norway lobster in SA 11,NEP_11_EWG16_17,NEP,22.7727,10_05_2017,2010
SA 11,11,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,137.4626378,,NA,,50.49014,Norway lobster,STATUS,50.49014,63.86676807,2640.873983,0.19,F0.1,0.589604037,37.1.3,Sardinia,3.103179144,GSA11,37.1,Western Mediterranean,NEP_11_EWG16_17_2011,50.49,EWG16_17,XSA,1,2640.873983,Nephrops norvegicus,Sardinia,63.86676807,OVERFISHING,Norway lobster in SA 11,NEP_11_EWG16_17,NEP,50.49014,10_05_2017,2011
SA 11,11,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,121.0423761,,NA,,41.11844,Norway lobster,STATUS,41.11844,54.44238555,2402.537138,0.19,F0.1,0.541550708,37.1.3,Sardinia,2.850266886,GSA11,37.1,Western Mediterranean,NEP_11_EWG16_17_2012,41.119,EWG16_17,XSA,1,2402.537138,Nephrops norvegicus,Sardinia,54.44238555,OVERFISHING,Norway lobster in SA 11,NEP_11_EWG16_17,NEP,41.11844,10_05_2017,2012
SA 11,11,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,81.75623145,,NA,,20.62349,Norway lobster,STATUS,20.62349,36.73586029,1373.453599,0.19,F0.1,0.37409151,37.1.3,Sardinia,1.968902686,GSA11,37.1,Western Mediterranean,NEP_11_EWG16_17_2013,20.623,EWG16_17,XSA,1,1373.453599,Nephrops norvegicus,Sardinia,36.73586029,OVERFISHING,Norway lobster in SA 11,NEP_11_EWG16_17,NEP,20.62349,10_05_2017,2013
SA 11,11,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,77.4959709,,NA,,17.22796,Norway lobster,STATUS,17.22796,39.49849154,1075.26838,0.19,F0.1,0.301763146,37.1.3,Sardinia,1.588227085,GSA11,37.1,Western Mediterranean,NEP_11_EWG16_17_2014,17.228,EWG16_17,XSA,1,1075.26838,Nephrops norvegicus,Sardinia,39.49849154,OVERFISHING,Norway lobster in SA 11,NEP_11_EWG16_17,NEP,17.22796,10_05_2017,2014
SA 11,11,https://stecf.jrc.ec.europa.eu/documents/43805/1567060/STECF+17-06+-+Med+assessments+2016+-+part+2.pdf/,2016,74.56258561,,NA,,18.24622,Norway lobster,STATUS,18.24622,39.09119042,1371.903744,0.19,F0.1,0.392848067,37.1.3,Sardinia,2.067621405,GSA11,37.1,Western Mediterranean,NEP_11_EWG16_17_2015,18.247,EWG16_17,XSA,1,1371.903744,Nephrops norvegicus,Sardinia,39.09119042,OVERFISHING,Norway lobster in SA 11,NEP_11_EWG16_17,NEP,18.24622,10_05_2017,2015
SA 12 SA 13 SA 14 SA 15 SA 16,12_13_14_15_16,https://stecf.jrc.ec.europa.eu/documents/43805/444414/STECF+13-05+-+Med+stock+assessments.pdf,2012,,,NA,,,Giant red shrimp,STATUS,1288,,,0.3,F0.1,,37.1.3,Sardinia,,GSA12,37.1,Western Mediterranean,ARS_12_13_14_15_16_2013-04_STECF 13-05_2005,1288,2013-04_STECF 13-05,XSA,1,,Aristaeomorpha foliacea,Northern Tunisia,,OVERFISHING,Giant red shrimp in SA 12,ARS_12_13_14_15_16_2013-04_STECF 13-05,ARS,1288,10_05_2017,2005
SA 12 SA 13 SA 14 SA 15 SA 16,12_13_14_15_16,https://stecf.jrc.ec.europa.eu/documents/43805/444414/STECF+13-05+-+Med+stock+assessments.pdf,2012,,,NA,,,Giant red shrimp,STATUS,1454,1116,74858,0.3,F0.1,1.96,37.1.3,Sardinia,6.533333333,GSA12,37.1,Western Mediterranean,ARS_12_13_14_15_16_2013-04_STECF 13-05_2006,1454,2013-04_STECF 13-05,XSA,1,74858,Aristaeomorpha foliacea,Northern Tunisia,1116,OVERFISHING,Giant red shrimp in SA 12,ARS_12_13_14_15_16_2013-04_STECF 13-05,ARS,1454,10_05_2017,2006
SA 12 SA 13 SA 14 SA 15 SA 16,12_13_14_15_16,https://stecf.jrc.ec.europa.eu/documents/43805/444414/STECF+13-05+-+Med+stock+assessments.pdf,2012,,,NA,,,Giant red shrimp,STATUS,1575,722,43424,0.3,F0.1,1.51,37.1.3,Sardinia,5.033333333,GSA12,37.1,Western Mediterranean,ARS_12_13_14_15_16_2013-04_STECF 13-05_2007,1575,2013-04_STECF 13-05,XSA,1,43424,Aristaeomorpha foliacea,Northern Tunisia,722,OVERFISHING,Giant red shrimp in SA 12,ARS_12_13_14_15_16_2013-04_STECF 13-05,ARS,1575,10_05_2017,2007
SA 12 SA 13 SA 14 SA 15 SA 16,12_13_14_15_16,https://stecf.jrc.ec.europa.eu/documents/43805/444414/STECF+13-05+-+Med+stock+assessments.pdf,2012,,,NA,,,Giant red shrimp,STATUS,1287,1160,82240,0.3,F0.1,1.37,37.1.3,Sardinia,4.566666667,GSA12,37.1,Western Mediterranean,ARS_12_13_14_15_16_2013-04_STECF 13-05_2008,1287,2013-04_STECF 13-05,XSA,1,82240,Aristaeomorpha foliacea,Northern Tunisia,1160,OVERFISHING,Giant red shrimp in SA 12,ARS_12_13_14_15_16_2013-04_STECF 13-05,ARS,1287,10_05_2017,2008
SA 12 SA 13 SA 14 SA 15 SA 16,12_13_14_15_16,https://stecf.jrc.ec.europa.eu/documents/43805/444414/STECF+13-05+-+Med+stock+assessments.pdf,2012,,,NA,,,Giant red shrimp,STATUS,1655,1210,82530,0.3,F0.1,1.68,37.1.3,Sardinia,5.6,GSA12,37.1,Western Mediterranean,ARS_12_13_14_15_16_2013-04_STECF 13-05_2009,1655,2013-04_STECF 13-05,XSA,1,82530,Aristaeomorpha foliacea,Northern Tunisia,1210,OVERFISHING,Giant red shrimp in SA 12,ARS_12_13_14_15_16_2013-04_STECF 13-05,ARS,1655,10_05_2017,2009
SA 12 SA 13 SA 14 SA 15 SA 16,12_13_14_15_16,https://stecf.jrc.ec.europa.eu/documents/43805/444414/STECF+13-05+-+Med+stock+assessments.pdf,2012,,,NA,,,Giant red shrimp,STATUS,1684,1270,90469,0.3,F0.1,1.87,37.1.3,Sardinia,6.233333333,GSA12,37.1,Western Mediterranean,ARS_12_13_14_15_16_2013-04_STECF 13-05_2010,1684,2013-04_STECF 13-05,XSA,1,90469,Aristaeomorpha foliacea,Northern Tunisia,1270,OVERFISHING,Giant red shrimp in SA 12,ARS_12_13_14_15_16_2013-04_STECF 13-05,ARS,1684,10_05_2017,2010
SA 12 SA 13 SA 14 SA 15 SA 16,12_13_14_15_16,https://stecf.jrc.ec.europa.eu/documents/43805/444414/STECF+13-05+-+Med+stock+assessments.pdf,2012,,,NA,,,Giant red shrimp,STATUS,1594,1246,84416,0.3,F0.1,1.67,37.1.3,Sardinia,5.566666667,GSA12,37.1,Western Mediterranean,ARS_12_13_14_15_16_2013-04_STECF 13-05_2011,1594,2013-04_STECF 13-05,XSA,1,84416,Aristaeomorpha foliacea,Northern Tunisia,1246,OVERFISHING,Giant red shrimp in SA 12,ARS_12_13_14_15_16_2013-04_STECF 13-05,ARS,1594,10_05_2017,2011
SA 12 SA 13 SA 14 SA 15 SA 16,12_13_14_15_16,https://stecf.jrc.ec.europa.eu/documents/43805/44875/10-12_SGMED+10-03+-+Assessment+of+Med+stocks_JRC61927.pdf,2010,,,NA,,,Deep-water rose shrimp,STATUS,6383,5679,2899792,0.9,F0.1,1,37.1.3,Sardinia,1.111111111,GSA12,37.1,Western Mediterranean,DPS_12_13_14_15_16_10-12_SGMED 10-03_2007,6383,10-12_SGMED 10-03,VIT,1,2899792,Parapenaeus longirostris,Northern Tunisia,5679,OVERFISHING,Deep-water rose shrimp in SA 12,DPS_12_13_14_15_16_10-12_SGMED 10-03,DPS,6383,10_05_2017,2007
SA 12 SA 13 SA 14 SA 15 SA 16,12_13_14_15_16,https://stecf.jrc.ec.europa.eu/documents/43805/44875/10-12_SGMED+10-03+-+Assessment+of+Med+stocks_JRC61927.pdf,2010,,,NA,,,Deep-water rose shrimp,STATUS,6955,4673,2415346,0.9,F0.1,1.02,37.1.3,Sardinia,1.133333333,GSA12,37.1,Western Mediterranean,DPS_12_13_14_15_16_10-12_SGMED 10-03_2008,6955,10-12_SGMED 10-03,VIT,1,2415346,Parapenaeus longirostris,Northern Tunisia,4673,OVERFISHING,Deep-water rose shrimp in SA 12,DPS_12_13_14_15_16_10-12_SGMED 10-03,DPS,6955,10_05_2017,2008
SA 12 SA 13 SA 14 SA 15 SA 16,12_13_14_15_16,https://stecf.jrc.ec.europa.eu/documents/43805/44875/10-12_SGMED+10-03+-+Assessment+of+Med+stocks_JRC61927.pdf,2010,,,NA,,,Deep-water rose shrimp,STATUS,8806,4630,2983713,0.9,F0.1,1.38,37.1.3,Sardinia,1.533333333,GSA12,37.1,Western Mediterranean,DPS_12_13_14_15_16_10-12_SGMED 10-03_2009,8806,10-12_SGMED 10-03,VIT,1,2983713,Parapenaeus longirostris,Northern Tunisia,4630,OVERFISHING,Deep-water rose shrimp in SA 12,DPS_12_13_14_15_16_10-12_SGMED 10-03,DPS,8806,10_05_2017,2009
SA 12 SA 13 SA 14 SA 15 SA 16,12_13_14_15_16,https://stecf.jrc.ec.europa.eu/documents/43805/444414/STECF+13-05+-+Med+stock+assessments.pdf,2012,,,NA,,,Giant red shrimp,STATUS,1288,,,0.3,F0.1,,37.2.2,Ionian,,GSA13,37.2,Central Mediterranean,ARS_12_13_14_15_16_2013-04_STECF 13-05_2005,1288,2013-04_STECF 13-05,XSA,1,,Aristaeomorpha foliacea,Gulf of Hammamet,,OVERFISHING,Giant red shrimp in SA 13,ARS_12_13_14_15_16_2013-04_STECF 13-05,ARS,1288,10_05_2017,2005
SA 12 SA 13 SA 14 SA 15 SA 16,12_13_14_15_16,https://stecf.jrc.ec.europa.eu/documents/43805/444414/STECF+13-05+-+Med+stock+assessments.pdf,2012,,,NA,,,Giant red shrimp,STATUS,1454,1116,74858,0.3,F0.1,1.96,37.2.2,Ionian,6.533333333,GSA13,37.2,Central Mediterranean,ARS_12_13_14_15_16_2013-04_STECF 13-05_2006,1454,2013-04_STECF 13-05,XSA,1,74858,Aristaeomorpha foliacea,Gulf of Hammamet,1116,OVERFISHING,Giant red shrimp in SA 13,ARS_12_13_14_15_16_2013-04_STECF 13-05,ARS,1454,10_05_2017,2006
SA 12 SA 13 SA 14 SA 15 SA 16,12_13_14_15_16,https://stecf.jrc.ec.europa.eu/documents/43805/444414/STECF+13-05+-+Med+stock+assessments.pdf,2012,,,NA,,,Giant red shrimp,STATUS,1575,722,43424,0.3,F0.1,1.51,37.2.2,Ionian,5.033333333,GSA13,37.2,Central Mediterranean,ARS_12_13_14_15_16_2013-04_STECF 13-05_2007,1575,2013-04_STECF 13-05,XSA,1,43424,Aristaeomorpha foliacea,Gulf of Hammamet,722,OVERFISHING,Giant red shrimp in SA 13,ARS_12_13_14_15_16_2013-04_STECF 13-05,ARS,1575,10_05_2017,2007
SA 12 SA 13 SA 14 SA 15 SA 16,12_13_14_15_16,https://stecf.jrc.ec.europa.eu/documents/43805/444414/STECF+13-05+-+Med+stock+assessments.pdf,2012,,,NA,,,Giant red shrimp,STATUS,1287,1160,82240,0.3,F0.1,1.37,37.2.2,Ionian,4.566666667,GSA13,37.2,Central Mediterranean,ARS_12_13_14_15_16_2013-04_STECF 13-05_2008,1287,2013-04_STECF 13-05,XSA,1,82240,Aristaeomorpha foliacea,Gulf of Hammamet,1160,OVERFISHING,Giant red shrimp in SA 13,ARS_12_13_14_15_16_2013-04_STECF 13-05,ARS,1287,10_05_2017,2008
SA 12 SA 13 SA 14 SA 15 SA 16,12_13_14_15_16,https://stecf.jrc.ec.europa.eu/documents/43805/444414/STECF+13-05+-+Med+stock+assessments.pdf,2012,,,NA,,,Giant red shrimp,STATUS,1655,1210,82530,0.3,F0.1,1.68,37.2.2,Ionian,5.6,GSA13,37.2,Central Mediterranean,ARS_12_13_14_15_16_2013-04_STECF 13-05_2009,1655,2013-04_STECF 13-05,XSA,1,82530,Aristaeomorpha foliacea,Gulf of Hammamet,1210,OVERFISHING,Giant red shrimp in SA 13,ARS_12_13_14_15_16_2013-04_STECF 13-05,ARS,1655,10_05_2017,2009
