EcoRegion,Stock,Area,Year,R,SSB,Landings,F,Method,Assessment_URL,Meeting,Fref,key,Fref_point,F_Fref,Meeting_comments,Blim,catch,biomass,Scientific_name,Species,Bref_point,Bref,B_Bref,asses_year,version,stk_updated,RMFO
Central Med.,MUT,17_18,1985,4008730,29448.4,2851.57,0.059,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,0.192189297,NA,3197.692,2851.57,NA,Mullus barbatus,Red mullet,12790.8,B35,2.302311036,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,1986,4003220,29246.1,2545.43,0.053,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,0.172644622,NA,3197.692,2545.43,NA,Mullus barbatus,Red mullet,12790.8,B35,2.286494981,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,1987,3999750,29119.5,3637.36,0.077,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,0.250823319,NA,3197.692,3637.36,NA,Mullus barbatus,Red mullet,12790.8,B35,2.276597242,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,1988,3980340,28428.6,4316.25,0.093,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,0.302942451,NA,3197.692,4316.25,NA,Mullus barbatus,Red mullet,12790.8,B35,2.222581856,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,1989,3958230,27672.7,2984.69,0.065,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,0.211733971,NA,3197.692,2984.69,NA,Mullus barbatus,Red mullet,12790.8,B35,2.163484692,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,1990,1924350,27552.7,4585.91,0.109,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,0.355061582,NA,3197.692,4585.91,NA,Mullus barbatus,Red mullet,12790.8,B35,2.154102949,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,1991,1686000,23286.8,4035.77,0.117,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,0.381121148,NA,3197.692,4035.77,NA,Mullus barbatus,Red mullet,12790.8,B35,1.820589799,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,1992,1474050,19032.4,5141.55,0.19,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,0.618914684,NA,3197.692,5141.55,NA,Mullus barbatus,Red mullet,12790.8,B35,1.487975733,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,1993,1304320,14606.9,4673.05,0.225,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,0.732925284,NA,3197.692,4673.05,NA,Mullus barbatus,Red mullet,12790.8,B35,1.141984864,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,1994,1226120,10997.8,5229.94,0.337,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,1.097759203,NA,3197.692,5229.94,NA,Mullus barbatus,Red mullet,12790.8,B35,0.859821121,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,1995,1232130,7973.1,3751.16,0.307,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,1.000035832,NA,3197.692,3751.16,NA,Mullus barbatus,Red mullet,12790.8,B35,0.623346468,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,1996,1522000,6329.9,4434.77,0.439,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,1.430018665,NA,3197.692,4434.77,NA,Mullus barbatus,Red mullet,12790.8,B35,0.494879132,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,1997,847672,5477.8,3345.32,0.384,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,1.250859151,NA,3197.692,3345.32,NA,Mullus barbatus,Red mullet,12790.8,B35,0.428260938,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,1998,1695960,4291.6,3659.96,0.464,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,1.511454808,NA,3197.692,3659.96,NA,Mullus barbatus,Red mullet,12790.8,B35,0.335522407,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,1999,2168210,4537.3,4150.18,0.456,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,1.485395242,NA,3197.692,4150.18,NA,Mullus barbatus,Red mullet,12790.8,B35,0.354731526,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2000,2425290,5572.2,4601.72,0.403,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,1.31275062,NA,3197.692,4601.72,NA,Mullus barbatus,Red mullet,12790.8,B35,0.435641242,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2001,2054230,6720.1,5900.05,0.47,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,1.530999482,NA,3197.692,5900.05,NA,Mullus barbatus,Red mullet,12790.8,B35,0.525385433,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2002,2121250,6612.2,5066.75,0.397,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,1.293205945,NA,3197.692,5066.75,NA,Mullus barbatus,Red mullet,12790.8,B35,0.516949683,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2003,2083420,6832.5,6103.23,0.476,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,1.550544156,NA,3197.692,6103.23,NA,Mullus barbatus,Red mullet,12790.8,B35,0.534172999,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2004,1846650,6445.6,7084.44,0.628,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,2.045675904,NA,3197.692,7084.44,NA,Mullus barbatus,Red mullet,12790.8,B35,0.503924696,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2005,2869600,5259.4,6316.62,0.586,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,1.908863184,NA,3197.692,6316.62,NA,Mullus barbatus,Red mullet,12790.8,B35,0.411186165,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2006,2131520,6479.9,6281.21,0.503,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,1.63849519,NA,3197.692,6281.21,NA,Mullus barbatus,Red mullet,12790.8,B35,0.506606311,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2007,3379590,6546.9,6452.24,0.464,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,1.511454808,NA,3197.692,6452.24,NA,Mullus barbatus,Red mullet,12790.8,B35,0.511844451,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2008,1896410,8407.4,5265.02,0.343,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,1.117303877,NA,3197.692,5265.02,NA,Mullus barbatus,Red mullet,12790.8,B35,0.65730056,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2009,1796240,8232,4656.94,0.319,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,1.03912518,NA,3197.692,4656.94,NA,Mullus barbatus,Red mullet,12790.8,B35,0.643587579,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2010,4633370,7760.3,3612.47,0.218,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,0.710123164,NA,3197.692,3612.47,NA,Mullus barbatus,Red mullet,12790.8,B35,0.60670951,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2011,2799470,12664.8,3865.02,0.163,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,0.53096365,NA,3197.692,3865.02,NA,Mullus barbatus,Red mullet,12790.8,B35,0.99014917,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2012,4294170,14106,5241.46,0.186,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,0.605884901,NA,3197.692,5241.46,NA,Mullus barbatus,Red mullet,12790.8,B35,1.102823905,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2013,2716390,16668.9,4701.19,0.159,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,0.517933867,NA,3197.692,4701.19,NA,Mullus barbatus,Red mullet,12790.8,B35,1.303194484,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2014,2608340,16597.2,5173.05,0.183,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,0.596112564,NA,3197.692,5173.05,NA,Mullus barbatus,Red mullet,12790.8,B35,1.297588892,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2015,2355950,15449.1,5352.58,0.206,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,0.671033816,NA,3197.692,5352.58,NA,Mullus barbatus,Red mullet,12790.8,B35,1.207829065,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2016,2727140,14101.8,4915.1,0.203,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,0.661261478,NA,3197.692,4915.1,NA,Mullus barbatus,Red mullet,12790.8,B35,1.102495544,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2017,4583590,13621.9,4798.61,0.19,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,0.618914684,NA,3197.692,4798.61,NA,Mullus barbatus,Red mullet,12790.8,B35,1.064976389,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2018,4094540,16716.9,4728.49,0.155,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,0.504904085,NA,3197.692,4728.49,NA,Mullus barbatus,Red mullet,12790.8,B35,1.306947181,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2019,2950820,18984.6,3605.23,0.108,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,0.351804136,NA,3197.692,3605.23,NA,Mullus barbatus,Red mullet,12790.8,B35,1.484238672,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2020,4287690,19368.2,2795.07,0.08,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,0.260595657,NA,3197.692,2795.07,NA,Mullus barbatus,Red mullet,12790.8,B35,1.514228977,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2021,3749370,21847.8,3373.52,0.088,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,0.286655222,NA,3197.692,3373.52,NA,Mullus barbatus,Red mullet,12790.8,B35,1.708087063,2024,3_12_2024,Y,GFCM
Central Med.,MUT,17_18,2022,3797600,23013.9,2688.1,0.068,SS3,https://www.fao.org/gfcm/data/star/en/,NA,Fb35,MUT_17_18,0.306989,0.221506308,NA,3197.692,2688.1,NA,Mullus barbatus,Red mullet,12790.8,B35,1.799254151,2024,3_12_2024,Y,GFCM
Central Med.,MUT,19,2002,204419,2458.26,2273,0.98796,XSA,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_19,0.38,2.599894737,NA,NA,2273,NA,Mullus barbatus,Red mullet,NA,Bmsy,NA,2023,01_08_2024,Y,GFCM
Central Med.,MUT,19,2003,103136,1376.53,2452,1.74153,XSA,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_19,0.38,4.582973684,NA,NA,2452,NA,Mullus barbatus,Red mullet,NA,Bmsy,NA,2023,01_08_2024,Y,GFCM
Central Med.,MUT,19,2004,161048,815.71,951,1.29218,XSA,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_19,0.38,3.400473684,NA,NA,951,NA,Mullus barbatus,Red mullet,NA,Bmsy,NA,2023,01_08_2024,Y,GFCM
Central Med.,MUT,19,2005,101700,808.98,1114,1.45102,XSA,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_19,0.38,3.818473684,NA,NA,1114,NA,Mullus barbatus,Red mullet,NA,Bmsy,NA,2023,01_08_2024,Y,GFCM
Central Med.,MUT,19,2006,68635,655.62,887,1.47393,XSA,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_19,0.38,3.878763158,NA,NA,887,NA,Mullus barbatus,Red mullet,NA,Bmsy,NA,2023,01_08_2024,Y,GFCM
Central Med.,MUT,19,2007,56707,514.52,541,0.93434,XSA,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_19,0.38,2.458789474,NA,NA,541,NA,Mullus barbatus,Red mullet,NA,Bmsy,NA,2023,01_08_2024,Y,GFCM
Central Med.,MUT,19,2008,78237,445.47,448,1.11788,XSA,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_19,0.38,2.941789474,NA,NA,448,NA,Mullus barbatus,Red mullet,NA,Bmsy,NA,2023,01_08_2024,Y,GFCM
Central Med.,MUT,19,2009,83443,531.79,529.5,1.01148,XSA,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_19,0.38,2.661789474,NA,NA,529.5,NA,Mullus barbatus,Red mullet,NA,Bmsy,NA,2023,01_08_2024,Y,GFCM
Central Med.,MUT,19,2010,69939,533.32,538.1,1.08282,XSA,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_19,0.38,2.849526316,NA,NA,538.1,NA,Mullus barbatus,Red mullet,NA,Bmsy,NA,2023,01_08_2024,Y,GFCM
Central Med.,MUT,19,2011,60811,477.43,588,1.22347,XSA,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_19,0.38,3.219657895,NA,NA,597.96,NA,Mullus barbatus,Red mullet,NA,Bmsy,NA,2023,01_08_2024,Y,GFCM
Central Med.,MUT,19,2012,51539,396.73,483,1.19554,XSA,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_19,0.38,3.146157895,NA,NA,483.06,NA,Mullus barbatus,Red mullet,NA,Bmsy,NA,2023,01_08_2024,Y,GFCM
Central Med.,MUT,19,2013,41388,437.26,274,0.5539,XSA,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_19,0.38,1.457631579,NA,NA,277.29,NA,Mullus barbatus,Red mullet,NA,Bmsy,NA,2023,01_08_2024,Y,GFCM
Central Med.,MUT,19,2014,58717,441.57,251,0.52669,XSA,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_19,0.38,1.386026316,NA,NA,251.02,NA,Mullus barbatus,Red mullet,NA,Bmsy,NA,2023,01_08_2024,Y,GFCM
Central Med.,MUT,19,2015,49851,494.35,304,0.60518,XSA,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_19,0.38,1.592578947,NA,NA,305.45,NA,Mullus barbatus,Red mullet,NA,Bmsy,NA,2023,01_08_2024,Y,GFCM
Central Med.,MUT,19,2016,59669,681.94,278,0.47294,XSA,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_19,0.38,1.244578947,NA,NA,278.08,NA,Mullus barbatus,Red mullet,NA,Bmsy,NA,2023,01_08_2024,Y,GFCM
Central Med.,MUT,19,2017,69548,754.99,295,0.32665,XSA,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_19,0.38,0.859605263,NA,NA,295.12,NA,Mullus barbatus,Red mullet,NA,Bmsy,NA,2023,01_08_2024,Y,GFCM
Central Med.,MUT,19,2018,55186,778.94,551,0.66358,XSA,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_19,0.38,1.746263158,NA,NA,554.88,NA,Mullus barbatus,Red mullet,NA,Bmsy,NA,2023,01_08_2024,Y,GFCM
Central Med.,MUT,19,2019,46510,564.9,461,0.85964,XSA,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_19,0.38,2.262210526,NA,NA,462.12,NA,Mullus barbatus,Red mullet,NA,Bmsy,NA,2023,01_08_2024,Y,GFCM
Central Med.,MUT,19,2020,43194,580.26,235,0.42875,XSA,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_19,0.38,1.128289474,NA,NA,236.47,NA,Mullus barbatus,Red mullet,NA,Bmsy,NA,2023,01_08_2024,Y,GFCM
Central Med.,MUT,19,2021,50527,689.3,219,0.31253,XSA,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_19,0.38,0.822447368,NA,NA,219.08,NA,Mullus barbatus,Red mullet,NA,Bmsy,NA,2023,01_08_2024,Y,GFCM
Central Med.,MUT,19,2022,68657,955.96,131,0.14084,XSA,https://www.fao.org/gfcm/data/star/en/,NA,Fmsy,MUT_19,0.38,0.370631579,NA,NA,131.05,NA,Mullus barbatus,Red mullet,NA,Bmsy,NA,2023,01_08_2024,Y,GFCM
Eastern Med.,MUT,25,2005,2829,46,NA,1.043,SAM,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EfqzBFsoO4hJqQwIoyQETNIBFF-M0Kh84MZAbxmNSseYyg,NA,Fmsy,MUT_25,0.27,3.862962963,NA,NA,NA,NA,Mullus barbatus,Red mullet,NA,NA,NA,2022,29_06_2023,N,GFCM
Eastern Med.,MUT,25,2006,2719,38,NA,1.147,SAM,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EfqzBFsoO4hJqQwIoyQETNIBFF-M0Kh84MZAbxmNSseYyg,NA,Fmsy,MUT_25,0.27,4.248148148,NA,NA,NA,NA,Mullus barbatus,Red mullet,NA,NA,NA,2022,29_06_2023,N,GFCM
Eastern Med.,MUT,25,2007,2488,33,NA,1.36,SAM,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EfqzBFsoO4hJqQwIoyQETNIBFF-M0Kh84MZAbxmNSseYyg,NA,Fmsy,MUT_25,0.27,5.037037037,NA,NA,NA,NA,Mullus barbatus,Red mullet,NA,NA,NA,2022,29_06_2023,N,GFCM
Eastern Med.,MUT,25,2008,2490,29,NA,1.415,SAM,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EfqzBFsoO4hJqQwIoyQETNIBFF-M0Kh84MZAbxmNSseYyg,NA,Fmsy,MUT_25,0.27,5.240740741,NA,NA,NA,NA,Mullus barbatus,Red mullet,NA,NA,NA,2022,29_06_2023,N,GFCM
Eastern Med.,MUT,25,2009,2384,28,NA,1.225,SAM,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EfqzBFsoO4hJqQwIoyQETNIBFF-M0Kh84MZAbxmNSseYyg,NA,Fmsy,MUT_25,0.27,4.537037037,NA,NA,NA,NA,Mullus barbatus,Red mullet,NA,NA,NA,2022,29_06_2023,N,GFCM
Eastern Med.,MUT,25,2010,1934,30,NA,1.087,SAM,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EfqzBFsoO4hJqQwIoyQETNIBFF-M0Kh84MZAbxmNSseYyg,NA,Fmsy,MUT_25,0.27,4.025925926,NA,NA,NA,NA,Mullus barbatus,Red mullet,NA,NA,NA,2022,29_06_2023,N,GFCM
Eastern Med.,MUT,25,2011,1542,35,NA,1.017,SAM,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EfqzBFsoO4hJqQwIoyQETNIBFF-M0Kh84MZAbxmNSseYyg,NA,Fmsy,MUT_25,0.27,3.766666667,NA,NA,NA,NA,Mullus barbatus,Red mullet,NA,NA,NA,2022,29_06_2023,N,GFCM
Eastern Med.,MUT,25,2012,1581,31,NA,0.963,SAM,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EfqzBFsoO4hJqQwIoyQETNIBFF-M0Kh84MZAbxmNSseYyg,NA,Fmsy,MUT_25,0.27,3.566666667,NA,NA,NA,NA,Mullus barbatus,Red mullet,NA,NA,NA,2022,29_06_2023,N,GFCM
Eastern Med.,MUT,25,2013,1518,33,NA,1.043,SAM,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EfqzBFsoO4hJqQwIoyQETNIBFF-M0Kh84MZAbxmNSseYyg,NA,Fmsy,MUT_25,0.27,3.862962963,NA,NA,NA,NA,Mullus barbatus,Red mullet,NA,NA,NA,2022,29_06_2023,N,GFCM
Eastern Med.,MUT,25,2014,1397,28,NA,1.106,SAM,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EfqzBFsoO4hJqQwIoyQETNIBFF-M0Kh84MZAbxmNSseYyg,NA,Fmsy,MUT_25,0.27,4.096296296,NA,NA,NA,NA,Mullus barbatus,Red mullet,NA,NA,NA,2022,29_06_2023,N,GFCM
Eastern Med.,MUT,25,2015,1305,26,NA,1.187,SAM,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EfqzBFsoO4hJqQwIoyQETNIBFF-M0Kh84MZAbxmNSseYyg,NA,Fmsy,MUT_25,0.27,4.396296296,NA,NA,NA,NA,Mullus barbatus,Red mullet,NA,NA,NA,2022,29_06_2023,N,GFCM
Eastern Med.,MUT,25,2016,1167,22,NA,1.193,SAM,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EfqzBFsoO4hJqQwIoyQETNIBFF-M0Kh84MZAbxmNSseYyg,NA,Fmsy,MUT_25,0.27,4.418518519,NA,NA,NA,NA,Mullus barbatus,Red mullet,NA,NA,NA,2022,29_06_2023,N,GFCM
Eastern Med.,MUT,25,2017,921,21,NA,1.085,SAM,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EfqzBFsoO4hJqQwIoyQETNIBFF-M0Kh84MZAbxmNSseYyg,NA,Fmsy,MUT_25,0.27,4.018518519,NA,NA,NA,NA,Mullus barbatus,Red mullet,NA,NA,NA,2022,29_06_2023,N,GFCM
Eastern Med.,MUT,25,2018,944,17,NA,0.903,SAM,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EfqzBFsoO4hJqQwIoyQETNIBFF-M0Kh84MZAbxmNSseYyg,NA,Fmsy,MUT_25,0.27,3.344444444,NA,NA,NA,NA,Mullus barbatus,Red mullet,NA,NA,NA,2022,29_06_2023,N,GFCM
Eastern Med.,MUT,25,2019,1073,17,NA,0.84,SAM,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EfqzBFsoO4hJqQwIoyQETNIBFF-M0Kh84MZAbxmNSseYyg,NA,Fmsy,MUT_25,0.27,3.111111111,NA,NA,NA,NA,Mullus barbatus,Red mullet,NA,NA,NA,2022,29_06_2023,N,GFCM
Eastern Med.,MUT,25,2020,1457,21,NA,0.714,SAM,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EfqzBFsoO4hJqQwIoyQETNIBFF-M0Kh84MZAbxmNSseYyg,NA,Fmsy,MUT_25,0.27,2.644444444,NA,NA,NA,NA,Mullus barbatus,Red mullet,NA,NA,NA,2022,29_06_2023,N,GFCM
Eastern Med.,MUT,25,2021,1564,24,NA,0.748,SAM,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EfqzBFsoO4hJqQwIoyQETNIBFF-M0Kh84MZAbxmNSseYyg,NA,Fmsy,MUT_25,0.27,0.588976378,NA,NA,NA,NA,Mullus barbatus,Red mullet,NA,NA,NA,2022,29_06_2023,N,GFCM
Eastern Med.,MUT,25,2022,1476,27,NA,0.761,SAM,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EfqzBFsoO4hJqQwIoyQETNIBFF-M0Kh84MZAbxmNSseYyg,NA,Fmsy,MUT_25,0.27,0.335242291,NA,NA,NA,NA,Mullus barbatus,Red mullet,NA,NA,NA,2022,29_06_2023,N,GFCM
Western Med.,ANE,7,2002,11160498,51389,6563,0.086,a4a,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZnbqaWUHSxGtMH0VkxpHigBbEwbihB7-TB4IrAkHZMI7w,NA,Fmsy,ANE_7,0.49,0.175510204,NA,22889,NA,87552,Engraulis encrasicolus,European anchovy,NA,NA,NA,2023,09_08_2024,Y,GFCM
Western Med.,ANE,7,2003,8198739,27860,3104,0.077,a4a,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZnbqaWUHSxGtMH0VkxpHigBbEwbihB7-TB4IrAkHZMI7w,NA,Fmsy,ANE_7,0.49,0.157142857,NA,22889,NA,61555,Engraulis encrasicolus,European anchovy,NA,NA,NA,2023,09_08_2024,Y,GFCM
Western Med.,ANE,7,2004,5893565,25954,3047,0.073,a4a,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZnbqaWUHSxGtMH0VkxpHigBbEwbihB7-TB4IrAkHZMI7w,NA,Fmsy,ANE_7,0.49,0.148979592,NA,22889,NA,46518,Engraulis encrasicolus,European anchovy,NA,NA,NA,2023,09_08_2024,Y,GFCM
Western Med.,ANE,7,2005,4808728,15962,2410,0.073,a4a,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZnbqaWUHSxGtMH0VkxpHigBbEwbihB7-TB4IrAkHZMI7w,NA,Fmsy,ANE_7,0.49,0.148979592,NA,22889,NA,33738,Engraulis encrasicolus,European anchovy,NA,NA,NA,2023,09_08_2024,Y,GFCM
Western Med.,ANE,7,2006,5325501,25658,2596,0.081,a4a,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZnbqaWUHSxGtMH0VkxpHigBbEwbihB7-TB4IrAkHZMI7w,NA,Fmsy,ANE_7,0.49,0.165306122,NA,22889,NA,37857,Engraulis encrasicolus,European anchovy,NA,NA,NA,2023,09_08_2024,Y,GFCM
Western Med.,ANE,7,2007,4458537,13654,2504,0.097,a4a,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZnbqaWUHSxGtMH0VkxpHigBbEwbihB7-TB4IrAkHZMI7w,NA,Fmsy,ANE_7,0.49,0.197959184,NA,22889,NA,30921,Engraulis encrasicolus,European anchovy,NA,NA,NA,2023,09_08_2024,Y,GFCM
Western Med.,ANE,7,2008,2681621,23395,2264,0.121,a4a,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZnbqaWUHSxGtMH0VkxpHigBbEwbihB7-TB4IrAkHZMI7w,NA,Fmsy,ANE_7,0.49,0.246938776,NA,22889,NA,19326,Engraulis encrasicolus,European anchovy,NA,NA,NA,2023,09_08_2024,Y,GFCM
Western Med.,ANE,7,2009,3104881,30424,1875,0.148,a4a,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZnbqaWUHSxGtMH0VkxpHigBbEwbihB7-TB4IrAkHZMI7w,NA,Fmsy,ANE_7,0.49,0.302040816,NA,22889,NA,16378,Engraulis encrasicolus,European anchovy,NA,NA,NA,2023,09_08_2024,Y,GFCM
Western Med.,ANE,7,2010,3137040,23519,2285,0.168,a4a,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZnbqaWUHSxGtMH0VkxpHigBbEwbihB7-TB4IrAkHZMI7w,NA,Fmsy,ANE_7,0.49,0.342857143,NA,22889,NA,16766,Engraulis encrasicolus,European anchovy,NA,NA,NA,2023,09_08_2024,Y,GFCM
